Скорость реки:0.035;;;;;;;;;;;;;;Скорость сточных вод (на оголовок:2.43713
Расход сточных вод на оголовок:0.049;;;;;;;;;;;;;;Относительный диаметр:24.3107
Диаметр оголовка:0.16;;;;;;;;;;;;;;Диаметр пятна загрязнения:11.8826
Расстояния между оголовками:3.5 ;;;;;;;;;;;;;;Расстояния между оголовками (расч.):3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 3.44711 
Расстояние до левого берега:35;;;;;;;;;;;;;;Расстояние до левого берега (расч.):34.4711
Расстояние до правого берега:35;;;;;;;;;;;;;;Расстояние до правого берега (расч.):34.4711
:;;;;;;;;;;;;;;Общая ширина (расч.):158.567
Глубина:19;;;;;;;;;;;;;;Глубина (расч.):18.9591
Промежуточные сечения (доп.):100 ;;;;;;;;;;;;;;Помежуточные сечения (расч.):100 
Расчетный участок реки:500;;;;;;;;;;;;;;Участок реки (расч.):499.935
Высоты оголовков:2 ;;;;;;;;;;;;;;Высоты оголовков (расч.):1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 1.72356 
Начальное разбавление:10;;;;;;;;;;;;;;dx:0.108305
Расстояние от створа выпуска:0;;;;;;;;;;;;;;dy:0.861778
Величина загрязняющего вещества:100;;;;;;;;;;;;;;dz:0.861778
Сторона расчетного квадрата:4;;;;;;;;;;;;;;Коэффициент диффузии:0.06
Количество оголовков:25;;;;;;;;;;;;;;Коэффициент Шези:50.7531

0.141644;0.141644;0.142822;0.145176;0.148713;0.153423;0.159322;0.166391;0.174655;0.184086;0.194715;0.206507;0.219497;0.233639;0.248976;0.265447;0.2831;0.301863;0.321784;0.342779;0.364898;0.388043;0.412263;0.437445;0.46364;0.49072;0.518733;0.547539;0.577184;0.607514;0.638574;0.670199;0.702431;0.735094;0.768232;0.801659;0.835417;0.869316;0.903398;0.937469;0.971572;1.00552;1.03934;1.07286;1.10611;1.13892;1.17133;1.20316;1.23447;1.26509;1.29507;1.32427;1.35274;1.38034;1.40713;1.43299;1.45798;1.48201;1.50512;1.52724;1.54843;1.56862;1.58788;1.60614;1.62348;1.63985;1.65532;1.66986;1.68354;1.69633;1.7083;1.71944;1.7298;1.7394;1.74827;1.75643;1.76393;1.77077;1.77701;1.78264;1.78771;1.79223;1.79624;1.79974;1.80277;1.80533;1.80744;1.80911;1.81036;1.81119;1.8116;1.8116;1.81119;1.81036;1.80911;1.80744;1.80533;1.80277;1.79974;1.79624;1.79223;1.78771;1.78264;1.77701;1.77077;1.76393;1.75643;1.74827;1.7394;1.7298;1.71943;1.7083;1.69633;1.68354;1.66986;1.65532;1.63985;1.62347;1.60613;1.58787;1.56862;1.54843;1.52724;1.50512;1.482;1.45797;1.43298;1.40711;1.38032;1.35271;1.32424;1.29504;1.26505;1.23442;1.2031;1.17125;1.13883;1.106;1.07273;1.03919;1.00533;0.971353;0.937208;0.903087;0.868948;0.834982;0.801146;0.767628;0.734385;0.7016;0.669226;0.63744;0.606193;0.575649;0.545758;0.516673;0.488341;0.4609;0.434295;0.40865;0.383906;0.360175;0.337394;0.315661;0.294912;0.27523;0.256553;0.238949;0.222356;0.206831;0.192315;0.178852;0.166388;0.154956;0.144509;0.135072;0.1266;0.119115;0.112578;0.107004;0.102366;0.0986702;0.0958995;0.0940582;0.0931368;
0.141869;0.141869;0.143048;0.145409;0.148946;0.153671;0.15957;0.166661;0.174925;0.184386;0.195016;0.206844;0.219835;0.234021;0.249358;0.265881;0.283534;0.302356;0.322277;0.343338;0.365458;0.388675;0.412895;0.438156;0.464351;0.491516;0.51953;0.548426;0.578071;0.608497;0.639557;0.671281;0.703513;0.73628;0.769417;0.802949;0.836707;0.870713;0.904795;0.938974;0.973077;1.00713;1.04095;1.07457;1.10783;1.14074;1.17315;1.20508;1.23639;1.26711;1.29709;1.32638;1.35485;1.38253;1.40932;1.43527;1.46026;1.48436;1.50747;1.52966;1.55085;1.57111;1.59036;1.60868;1.62602;1.64244;1.65791;1.6725;1.68618;1.69901;1.71098;1.72215;1.73252;1.74214;1.75102;1.75921;1.76671;1.77357;1.7798;1.78545;1.79052;1.79506;1.79907;1.80258;1.80561;1.80817;1.81029;1.81196;1.81321;1.81404;1.81445;1.81445;1.81404;1.81321;1.81196;1.81029;1.80817;1.80561;1.80258;1.79907;1.79506;1.79052;1.78545;1.7798;1.77357;1.76671;1.75921;1.75102;1.74214;1.73252;1.72215;1.71098;1.69901;1.68618;1.6725;1.65791;1.64244;1.62602;1.60868;1.59036;1.5711;1.55085;1.52966;1.50747;1.48435;1.46025;1.43525;1.40931;1.38251;1.35482;1.32635;1.29706;1.26706;1.23634;1.20502;1.17307;1.14065;1.10772;1.07444;1.0408;1.00694;0.972857;0.938712;0.904484;0.870345;0.836272;0.802436;0.768812;0.735569;0.702681;0.670307;0.638421;0.607173;0.576533;0.546643;0.517467;0.489134;0.461607;0.435002;0.409276;0.384532;0.360726;0.337945;0.316143;0.295395;0.275651;0.256974;0.239314;0.222721;0.207147;0.192631;0.179125;0.166661;0.155194;0.144747;0.135279;0.126808;0.119298;0.112762;0.107171;0.102532;0.0988248;0.0960541;0.094207;0.0932856;
0.142055;0.142055;0.143237;0.145598;0.149144;0.153869;0.159783;0.166874;0.17516;0.184621;0.195278;0.207106;0.220131;0.234317;0.249694;0.266217;0.283916;0.302737;0.322711;0.343772;0.365949;0.389166;0.413449;0.43871;0.464973;0.492138;0.520224;0.549121;0.578843;0.609268;0.640409;0.672133;0.704449;0.737215;0.770439;0.803971;0.837816;0.871822;0.905992;0.940171;0.974363;1.00841;1.04232;1.07595;1.10929;1.1422;1.17469;1.20662;1.23801;1.26873;1.29879;1.32808;1.35662;1.38431;1.41117;1.43711;1.46217;1.48627;1.50945;1.53164;1.55288;1.57313;1.59244;1.61076;1.62814;1.64456;1.66008;1.67466;1.68837;1.70121;1.71321;1.72438;1.73478;1.7444;1.7533;1.76149;1.76901;1.77587;1.78212;1.78777;1.79285;1.79739;1.80141;1.80492;1.80796;1.81052;1.81264;1.81432;1.81557;1.8164;1.81681;1.81681;1.8164;1.81557;1.81432;1.81264;1.81052;1.80796;1.80492;1.80141;1.79739;1.79285;1.78777;1.78212;1.77587;1.76901;1.76149;1.7533;1.7444;1.73478;1.72438;1.71321;1.7012;1.68837;1.67466;1.66008;1.64456;1.62814;1.61075;1.59244;1.57313;1.55288;1.53163;1.50944;1.48626;1.46216;1.4371;1.41115;1.38429;1.3566;1.32805;1.29876;1.26869;1.23796;1.20656;1.17462;1.14211;1.10918;1.07582;1.04217;1.00823;0.974142;0.939909;0.905681;0.871454;0.83738;0.803456;0.769833;0.736504;0.703615;0.671158;0.639271;0.607943;0.577303;0.547335;0.518159;0.489753;0.462225;0.435551;0.409825;0.385017;0.361211;0.338372;0.316569;0.295767;0.276023;0.257298;0.239637;0.223002;0.207427;0.192873;0.179368;0.166871;0.155404;0.14493;0.135462;0.126969;0.119459;0.112906;0.107315;0.102664;0.0989567;0.0961788;0.0943317;0.0934079;
0.142198;0.142198;0.14338;0.145746;0.149292;0.154026;0.159941;0.167046;0.175331;0.184811;0.195468;0.20732;0.220345;0.23456;0.249936;0.266492;0.284191;0.30305;0.323024;0.344127;0.366303;0.389567;0.41385;0.439162;0.465425;0.492644;0.52073;0.549684;0.579406;0.609892;0.641033;0.67282;0.705135;0.737967;0.77119;0.804789;0.838635;0.872708;0.906878;0.941126;0.975317;1.00943;1.04335;1.07704;1.11038;1.14335;1.17584;1.20784;1.23923;1.27001;1.30007;1.32942;1.35796;1.3857;1.41256;1.43856;1.46362;1.48776;1.51094;1.53317;1.55442;1.57471;1.59401;1.61237;1.62976;1.64621;1.66172;1.67634;1.69005;1.70291;1.71491;1.7261;1.7365;1.74614;1.75504;1.76325;1.77076;1.77764;1.78389;1.78955;1.79464;1.79918;1.8032;1.80672;1.80976;1.81233;1.81444;1.81613;1.81738;1.81821;1.81862;1.81862;1.81821;1.81738;1.81613;1.81444;1.81233;1.80976;1.80672;1.8032;1.79918;1.79464;1.78955;1.78389;1.77764;1.77076;1.76325;1.75504;1.74614;1.7365;1.7261;1.71491;1.70291;1.69005;1.67634;1.66172;1.64621;1.62975;1.61237;1.59401;1.57471;1.55441;1.53317;1.51093;1.48775;1.46361;1.43854;1.41255;1.38568;1.35794;1.32939;1.30004;1.26997;1.23918;1.20778;1.17577;1.14326;1.11027;1.07691;1.04319;1.00925;0.975096;0.940863;0.906567;0.872339;0.838198;0.804275;0.770584;0.737255;0.704301;0.671844;0.639894;0.608565;0.577864;0.547896;0.518662;0.490256;0.462674;0.435999;0.410222;0.385415;0.36156;0.338721;0.316875;0.296073;0.27629;0.257564;0.239869;0.223233;0.207628;0.193074;0.179541;0.167045;0.155555;0.14508;0.135594;0.127101;0.119576;0.113023;0.10742;0.102769;0.0990548;0.0962769;0.0944261;0.0935023;
0.142295;0.142295;0.143479;0.145844;0.149396;0.154129;0.160052;0.167157;0.175454;0.184933;0.195605;0.207457;0.220499;0.234714;0.250111;0.266667;0.28439;0.303249;0.323249;0.344353;0.366559;0.389823;0.414138;0.43945;0.465749;0.492968;0.521092;0.550046;0.579808;0.610294;0.641477;0.673264;0.705623;0.738455;0.771723;0.805322;0.839213;0.873287;0.907502;0.94175;0.975987;1.0101;1.04406;1.07775;1.11114;1.14411;1.17665;1.20865;1.24008;1.27086;1.30096;1.33031;1.35889;1.38663;1.41352;1.43952;1.46461;1.48876;1.51197;1.5342;1.55547;1.57577;1.5951;1.61345;1.63086;1.64732;1.66285;1.67746;1.6912;1.70405;1.71607;1.72727;1.73768;1.74732;1.75623;1.76443;1.77196;1.77884;1.7851;1.79076;1.79585;1.8004;1.80442;1.80794;1.81098;1.81355;1.81567;1.81735;1.8186;1.81943;1.81985;1.81985;1.81943;1.8186;1.81735;1.81567;1.81355;1.81098;1.80794;1.80442;1.8004;1.79585;1.79076;1.7851;1.77884;1.77196;1.76443;1.75623;1.74732;1.73768;1.72727;1.71607;1.70405;1.69119;1.67746;1.66285;1.64731;1.63086;1.61345;1.59509;1.57576;1.55547;1.53419;1.51196;1.48875;1.4646;1.43951;1.41351;1.38661;1.35886;1.33028;1.30093;1.27082;1.24003;1.20859;1.17657;1.14402;1.11103;1.07762;1.04391;1.00992;0.975766;0.941487;0.907191;0.872917;0.838776;0.804807;0.771116;0.737742;0.704788;0.672287;0.640337;0.608966;0.578265;0.548257;0.519022;0.490578;0.462996;0.436286;0.410508;0.385667;0.361813;0.338943;0.317097;0.296267;0.276484;0.257733;0.240037;0.223379;0.207774;0.1932;0.179668;0.167154;0.155664;0.145176;0.135689;0.127185;0.11966;0.113098;0.107495;0.102838;0.0991236;0.0963419;0.0944911;0.093566;
0.142344;0.142344;0.143528;0.145895;0.149446;0.154183;0.160106;0.167216;0.175513;0.184999;0.19567;0.20753;0.220572;0.234797;0.250194;0.266762;0.284484;0.303356;0.323357;0.344474;0.366681;0.38996;0.414276;0.439605;0.465903;0.493141;0.521265;0.550238;0.580001;0.610507;0.64169;0.673499;0.705858;0.738712;0.77198;0.805602;0.839493;0.87359;0.907806;0.942076;0.976314;1.01045;1.04441;1.07812;1.11151;1.14451;1.17704;1.20906;1.2405;1.2713;1.3014;1.33077;1.35934;1.3871;1.414;1.44001;1.46511;1.48927;1.51248;1.53473;1.556;1.57631;1.59564;1.61401;1.63141;1.64788;1.66341;1.67804;1.69177;1.70463;1.71665;1.72786;1.73827;1.74792;1.75683;1.76504;1.77257;1.77945;1.7857;1.79137;1.79646;1.80101;1.80503;1.80856;1.8116;1.81417;1.81629;1.81797;1.81922;1.82005;1.82047;1.82047;1.82005;1.81922;1.81797;1.81629;1.81417;1.8116;1.80856;1.80503;1.80101;1.79646;1.79137;1.7857;1.77945;1.77257;1.76504;1.75683;1.74792;1.73827;1.72786;1.71665;1.70463;1.69177;1.67804;1.66341;1.64788;1.63141;1.614;1.59563;1.5763;1.556;1.53472;1.51247;1.48926;1.4651;1.44;1.41399;1.38709;1.35932;1.33074;1.30136;1.27125;1.24045;1.209;1.17697;1.14442;1.1114;1.078;1.04426;1.01027;0.976093;0.941814;0.907494;0.873221;0.839056;0.805087;0.771374;0.738;0.705023;0.672522;0.64055;0.609179;0.578458;0.548449;0.519195;0.490751;0.46315;0.436439;0.410644;0.385803;0.361933;0.339063;0.317202;0.296372;0.276575;0.257824;0.240117;0.223459;0.207842;0.193269;0.179727;0.167214;0.155716;0.145227;0.135734;0.12723;0.1197;0.113138;0.107531;0.102874;0.0991572;0.0963755;0.0945234;0.0935984;

99.9654(923);54.9309;1.82047

0.774302;0.774302;0.774642;0.775322;0.77634;0.777696;0.779387;0.781412;0.783768;0.786452;0.789461;0.79279;0.796436;0.800394;0.804659;0.809226;0.814088;0.819239;0.824674;0.830385;0.836365;0.842607;0.849102;0.855843;0.862821;0.870027;0.877452;0.885087;0.892922;0.900948;0.909154;0.91753;0.926067;0.934752;0.943576;0.952527;0.961594;0.970767;0.980033;0.989381;0.9988;1.00828;1.0178;1.02736;1.03695;1.04655;1.05614;1.06573;1.07529;1.08482;1.0943;1.10373;1.11308;1.12235;1.13154;1.14061;1.14958;1.15842;1.16712;1.17567;1.18407;1.19231;1.20036;1.20823;1.2159;1.22337;1.23062;1.23765;1.24445;1.25101;1.25732;1.26338;1.26917;1.27469;1.27993;1.2849;1.28957;1.29395;1.29802;1.3018;1.30526;1.30841;1.31123;1.31374;1.31592;1.31777;1.3193;1.32048;1.32134;1.32185;1.32203;1.32187;1.32138;1.32054;1.31936;1.31785;1.31601;1.31382;1.31131;1.30846;1.30529;1.30179;1.29798;1.29384;1.28939;1.28464;1.27957;1.27421;1.26856;1.26262;1.2564;1.2499;1.24314;1.23611;1.22884;1.22131;1.21355;1.20556;1.19735;1.18892;1.18029;1.17147;1.16247;1.15328;1.14394;1.13444;1.12479;1.11501;1.10511;1.0951;1.08498;1.07478;1.06449;1.05414;1.04373;1.03327;1.02278;1.01227;1.00175;0.991236;0.980731;0.970251;0.959808;0.949414;0.939079;0.928816;0.918637;0.908552;0.898573;0.888712;0.878979;0.869386;0.859943;0.850661;0.841551;0.832624;0.823888;0.815354;0.807033;0.798933;0.791064;0.783434;0.776053;0.768929;0.76207;0.755485;0.74918;0.743162;0.73744;0.732019;0.726906;0.722107;0.717626;0.713471;0.709644;0.706151;0.702995;0.700181;0.697712;0.69559;0.693817;0.692397;0.691331;0.690619;0.690263;
0.774302;0.774302;0.774642;0.775322;0.77634;0.777696;0.779387;0.781412;0.783768;0.786452;0.789461;0.79279;0.796436;0.800394;0.804659;0.809226;0.814088;0.819239;0.824674;0.830385;0.836365;0.842607;0.849102;0.855843;0.862821;0.870027;0.877452;0.885087;0.892922;0.900948;0.909154;0.91753;0.926067;0.934752;0.943576;0.952527;0.961594;0.970767;0.980033;0.989381;0.9988;1.00828;1.0178;1.02736;1.03695;1.04655;1.05614;1.06573;1.07529;1.08482;1.0943;1.10373;1.11308;1.12235;1.13154;1.14061;1.14958;1.15842;1.16712;1.17567;1.18407;1.19231;1.20036;1.20823;1.2159;1.22337;1.23062;1.23765;1.24445;1.25101;1.25732;1.26338;1.26917;1.27469;1.27993;1.2849;1.28957;1.29395;1.29802;1.3018;1.30526;1.30841;1.31123;1.31374;1.31592;1.31777;1.3193;1.32048;1.32134;1.32185;1.32203;1.32187;1.32138;1.32054;1.31936;1.31785;1.31601;1.31382;1.31131;1.30846;1.30529;1.30179;1.29798;1.29384;1.28939;1.28464;1.27957;1.27421;1.26856;1.26262;1.2564;1.2499;1.24314;1.23611;1.22884;1.22131;1.21355;1.20556;1.19735;1.18892;1.18029;1.17147;1.16247;1.15328;1.14394;1.13444;1.12479;1.11501;1.10511;1.0951;1.08498;1.07478;1.06449;1.05414;1.04373;1.03327;1.02278;1.01227;1.00175;0.991236;0.980731;0.970251;0.959808;0.949414;0.939079;0.928816;0.918637;0.908552;0.898573;0.888712;0.878979;0.869386;0.859943;0.850661;0.841551;0.832624;0.823888;0.815354;0.807033;0.798933;0.791064;0.783434;0.776053;0.768929;0.76207;0.755485;0.74918;0.743162;0.73744;0.732019;0.726906;0.722107;0.717626;0.713471;0.709644;0.706151;0.702995;0.700181;0.697712;0.69559;0.693817;0.692397;0.691331;0.690619;0.690263;
0.774302;0.774302;0.774642;0.775322;0.77634;0.777696;0.779387;0.781412;0.783768;0.786452;0.789461;0.79279;0.796436;0.800394;0.804659;0.809226;0.814088;0.819239;0.824674;0.830385;0.836365;0.842607;0.849102;0.855843;0.862821;0.870027;0.877452;0.885087;0.892922;0.900948;0.909154;0.91753;0.926067;0.934752;0.943576;0.952527;0.961594;0.970767;0.980033;0.989381;0.9988;1.00828;1.0178;1.02736;1.03695;1.04655;1.05614;1.06573;1.07529;1.08482;1.0943;1.10373;1.11308;1.12235;1.13154;1.14061;1.14958;1.15842;1.16712;1.17567;1.18407;1.19231;1.20036;1.20823;1.2159;1.22337;1.23062;1.23765;1.24445;1.25101;1.25732;1.26338;1.26917;1.27469;1.27993;1.2849;1.28957;1.29395;1.29802;1.3018;1.30526;1.30841;1.31123;1.31374;1.31592;1.31777;1.3193;1.32048;1.32134;1.32185;1.32203;1.32187;1.32138;1.32054;1.31936;1.31785;1.31601;1.31382;1.31131;1.30846;1.30529;1.30179;1.29798;1.29384;1.28939;1.28464;1.27957;1.27421;1.26856;1.26262;1.2564;1.2499;1.24314;1.23611;1.22884;1.22131;1.21355;1.20556;1.19735;1.18892;1.18029;1.17147;1.16247;1.15328;1.14394;1.13444;1.12479;1.11501;1.10511;1.0951;1.08498;1.07478;1.06449;1.05414;1.04373;1.03327;1.02278;1.01227;1.00175;0.991236;0.980731;0.970251;0.959808;0.949414;0.939079;0.928816;0.918637;0.908552;0.898573;0.888712;0.878979;0.869386;0.859943;0.850661;0.841551;0.832624;0.823888;0.815354;0.807033;0.798933;0.791064;0.783434;0.776053;0.768929;0.76207;0.755485;0.74918;0.743162;0.73744;0.732019;0.726906;0.722107;0.717626;0.713471;0.709644;0.706151;0.702995;0.700181;0.697712;0.69559;0.693817;0.692397;0.691331;0.690619;0.690263;
0.774302;0.774302;0.774642;0.775322;0.77634;0.777696;0.779387;0.781412;0.783768;0.786452;0.789461;0.79279;0.796436;0.800394;0.804659;0.809226;0.814088;0.819239;0.824674;0.830385;0.836365;0.842607;0.849102;0.855843;0.862821;0.870027;0.877452;0.885087;0.892922;0.900948;0.909154;0.91753;0.926067;0.934752;0.943576;0.952527;0.961594;0.970767;0.980033;0.989381;0.9988;1.00828;1.0178;1.02736;1.03695;1.04655;1.05614;1.06573;1.07529;1.08482;1.0943;1.10373;1.11308;1.12235;1.13154;1.14061;1.14958;1.15842;1.16712;1.17567;1.18407;1.19231;1.20036;1.20823;1.2159;1.22337;1.23062;1.23765;1.24445;1.25101;1.25732;1.26338;1.26917;1.27469;1.27993;1.2849;1.28957;1.29395;1.29802;1.3018;1.30526;1.30841;1.31123;1.31374;1.31592;1.31777;1.3193;1.32048;1.32134;1.32185;1.32203;1.32187;1.32138;1.32054;1.31936;1.31785;1.31601;1.31382;1.31131;1.30846;1.30529;1.30179;1.29798;1.29384;1.28939;1.28464;1.27957;1.27421;1.26856;1.26262;1.2564;1.2499;1.24314;1.23611;1.22884;1.22131;1.21355;1.20556;1.19735;1.18892;1.18029;1.17147;1.16247;1.15328;1.14394;1.13444;1.12479;1.11501;1.10511;1.0951;1.08498;1.07478;1.06449;1.05414;1.04373;1.03327;1.02278;1.01227;1.00175;0.991236;0.980731;0.970251;0.959808;0.949414;0.939079;0.928816;0.918637;0.908552;0.898573;0.888712;0.878979;0.869386;0.859943;0.850661;0.841551;0.832624;0.823888;0.815354;0.807033;0.798933;0.791064;0.783434;0.776053;0.768929;0.76207;0.755485;0.74918;0.743162;0.73744;0.732019;0.726906;0.722107;0.717626;0.713471;0.709644;0.706151;0.702995;0.700181;0.697712;0.69559;0.693817;0.692397;0.691331;0.690619;0.690263;
0.774302;0.774302;0.774642;0.775322;0.77634;0.777696;0.779387;0.781412;0.783768;0.786452;0.789461;0.79279;0.796436;0.800394;0.804659;0.809226;0.814088;0.819239;0.824674;0.830385;0.836365;0.842607;0.849102;0.855843;0.862821;0.870027;0.877452;0.885087;0.892922;0.900948;0.909154;0.91753;0.926067;0.934752;0.943576;0.952527;0.961594;0.970767;0.980033;0.989381;0.9988;1.00828;1.0178;1.02736;1.03695;1.04655;1.05614;1.06573;1.07529;1.08482;1.0943;1.10373;1.11308;1.12235;1.13154;1.14061;1.14958;1.15842;1.16712;1.17567;1.18407;1.19231;1.20036;1.20823;1.2159;1.22337;1.23062;1.23765;1.24445;1.25101;1.25732;1.26338;1.26917;1.27469;1.27993;1.2849;1.28957;1.29395;1.29802;1.3018;1.30526;1.30841;1.31123;1.31374;1.31592;1.31777;1.3193;1.32048;1.32134;1.32185;1.32203;1.32187;1.32138;1.32054;1.31936;1.31785;1.31601;1.31382;1.31131;1.30846;1.30529;1.30179;1.29798;1.29384;1.28939;1.28464;1.27957;1.27421;1.26856;1.26262;1.2564;1.2499;1.24314;1.23611;1.22884;1.22131;1.21355;1.20556;1.19735;1.18892;1.18029;1.17147;1.16247;1.15328;1.14394;1.13444;1.12479;1.11501;1.10511;1.0951;1.08498;1.07478;1.06449;1.05414;1.04373;1.03327;1.02278;1.01227;1.00175;0.991236;0.980731;0.970251;0.959808;0.949414;0.939079;0.928816;0.918637;0.908552;0.898573;0.888712;0.878979;0.869386;0.859943;0.850661;0.841551;0.832624;0.823888;0.815354;0.807033;0.798933;0.791064;0.783434;0.776053;0.768929;0.76207;0.755485;0.74918;0.743162;0.73744;0.732019;0.726906;0.722107;0.717626;0.713471;0.709644;0.706151;0.702995;0.700181;0.697712;0.69559;0.693817;0.692397;0.691331;0.690619;0.690263;
0.774302;0.774302;0.774642;0.775322;0.77634;0.777696;0.779387;0.781412;0.783768;0.786452;0.789461;0.79279;0.796436;0.800394;0.804659;0.809226;0.814088;0.819239;0.824674;0.830385;0.836365;0.842607;0.849102;0.855843;0.862821;0.870027;0.877452;0.885087;0.892922;0.900948;0.909154;0.91753;0.926067;0.934752;0.943576;0.952527;0.961594;0.970767;0.980033;0.989381;0.9988;1.00828;1.0178;1.02736;1.03695;1.04655;1.05614;1.06573;1.07529;1.08482;1.0943;1.10373;1.11308;1.12235;1.13154;1.14061;1.14958;1.15842;1.16712;1.17567;1.18407;1.19231;1.20036;1.20823;1.2159;1.22337;1.23062;1.23765;1.24445;1.25101;1.25732;1.26338;1.26917;1.27469;1.27993;1.2849;1.28957;1.29395;1.29802;1.3018;1.30526;1.30841;1.31123;1.31374;1.31592;1.31777;1.3193;1.32048;1.32134;1.32185;1.32203;1.32187;1.32138;1.32054;1.31936;1.31785;1.31601;1.31382;1.31131;1.30846;1.30529;1.30179;1.29798;1.29384;1.28939;1.28464;1.27957;1.27421;1.26856;1.26262;1.2564;1.2499;1.24314;1.23611;1.22884;1.22131;1.21355;1.20556;1.19735;1.18892;1.18029;1.17147;1.16247;1.15328;1.14394;1.13444;1.12479;1.11501;1.10511;1.0951;1.08498;1.07478;1.06449;1.05414;1.04373;1.03327;1.02278;1.01227;1.00175;0.991236;0.980731;0.970251;0.959808;0.949414;0.939079;0.928816;0.918637;0.908552;0.898573;0.888712;0.878979;0.869386;0.859943;0.850661;0.841551;0.832624;0.823888;0.815354;0.807033;0.798933;0.791064;0.783434;0.776053;0.768929;0.76207;0.755485;0.74918;0.743162;0.73744;0.732019;0.726906;0.722107;0.717626;0.713471;0.709644;0.706151;0.702995;0.700181;0.697712;0.69559;0.693817;0.692397;0.691331;0.690619;0.690263;
0.774302;0.774302;0.774642;0.775322;0.77634;0.777696;0.779387;0.781412;0.783768;0.786452;0.789461;0.79279;0.796436;0.800394;0.804659;0.809226;0.814088;0.819239;0.824674;0.830385;0.836365;0.842607;0.849102;0.855843;0.862821;0.870027;0.877452;0.885087;0.892922;0.900948;0.909154;0.91753;0.926067;0.934752;0.943576;0.952527;0.961594;0.970767;0.980033;0.989381;0.9988;1.00828;1.0178;1.02736;1.03695;1.04655;1.05614;1.06573;1.07529;1.08482;1.0943;1.10373;1.11308;1.12235;1.13154;1.14061;1.14958;1.15842;1.16712;1.17567;1.18407;1.19231;1.20036;1.20823;1.2159;1.22337;1.23062;1.23765;1.24445;1.25101;1.25732;1.26338;1.26917;1.27469;1.27993;1.2849;1.28957;1.29395;1.29802;1.3018;1.30526;1.30841;1.31123;1.31374;1.31592;1.31777;1.3193;1.32048;1.32134;1.32185;1.32203;1.32187;1.32138;1.32054;1.31936;1.31785;1.31601;1.31382;1.31131;1.30846;1.30529;1.30179;1.29798;1.29384;1.28939;1.28464;1.27957;1.27421;1.26856;1.26262;1.2564;1.2499;1.24314;1.23611;1.22884;1.22131;1.21355;1.20556;1.19735;1.18892;1.18029;1.17147;1.16247;1.15328;1.14394;1.13444;1.12479;1.11501;1.10511;1.0951;1.08498;1.07478;1.06449;1.05414;1.04373;1.03327;1.02278;1.01227;1.00175;0.991236;0.980731;0.970251;0.959808;0.949414;0.939079;0.928816;0.918637;0.908552;0.898573;0.888712;0.878979;0.869386;0.859943;0.850661;0.841551;0.832624;0.823888;0.815354;0.807033;0.798933;0.791064;0.783434;0.776053;0.768929;0.76207;0.755485;0.74918;0.743162;0.73744;0.732019;0.726906;0.722107;0.717626;0.713471;0.709644;0.706151;0.702995;0.700181;0.697712;0.69559;0.693817;0.692397;0.691331;0.690619;0.690263;
0.774302;0.774302;0.774642;0.775322;0.77634;0.777696;0.779387;0.781412;0.783768;0.786452;0.789461;0.79279;0.796436;0.800394;0.804659;0.809226;0.814088;0.819239;0.824674;0.830385;0.836365;0.842607;0.849102;0.855843;0.862821;0.870027;0.877452;0.885087;0.892922;0.900948;0.909154;0.91753;0.926067;0.934752;0.943576;0.952527;0.961594;0.970767;0.980033;0.989381;0.9988;1.00828;1.0178;1.02736;1.03695;1.04655;1.05614;1.06573;1.07529;1.08482;1.0943;1.10373;1.11308;1.12235;1.13154;1.14061;1.14958;1.15842;1.16712;1.17567;1.18407;1.19231;1.20036;1.20823;1.2159;1.22337;1.23062;1.23765;1.24445;1.25101;1.25732;1.26338;1.26917;1.27469;1.27993;1.2849;1.28957;1.29395;1.29802;1.3018;1.30526;1.30841;1.31123;1.31374;1.31592;1.31777;1.3193;1.32048;1.32134;1.32185;1.32203;1.32187;1.32138;1.32054;1.31936;1.31785;1.31601;1.31382;1.31131;1.30846;1.30529;1.30179;1.29798;1.29384;1.28939;1.28464;1.27957;1.27421;1.26856;1.26262;1.2564;1.2499;1.24314;1.23611;1.22884;1.22131;1.21355;1.20556;1.19735;1.18892;1.18029;1.17147;1.16247;1.15328;1.14394;1.13444;1.12479;1.11501;1.10511;1.0951;1.08498;1.07478;1.06449;1.05414;1.04373;1.03327;1.02278;1.01227;1.00175;0.991236;0.980731;0.970251;0.959808;0.949414;0.939079;0.928816;0.918637;0.908552;0.898573;0.888712;0.878979;0.869386;0.859943;0.850661;0.841551;0.832624;0.823888;0.815354;0.807033;0.798933;0.791064;0.783434;0.776053;0.768929;0.76207;0.755485;0.74918;0.743162;0.73744;0.732019;0.726906;0.722107;0.717626;0.713471;0.709644;0.706151;0.702995;0.700181;0.697712;0.69559;0.693817;0.692397;0.691331;0.690619;0.690263;
